sku,supplier,name,description,thread_form,diameter,length,finish_colour,grade,type,sub_type,pack_qty,price_edited,price_unit,fkbrand,size_option,color,barcode,thread_type,categories,status,price,unit_price,is_in_stock,images,counter
STA070868,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HAND TACKERS & STAPLERS, ANCHORING PRODUCTS/HAND TACKERS & STAPLERS/HEAVY-DUTY TACKERS"
STA080550,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HAND TACKERS & STAPLERS, ANCHORING PRODUCTS/HAND TACKERS & STAPLERS/HEAVY-DUTY TACKERS"
FORLB640M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR BOLT"
STA0PHT150,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HAND TACKERS & STAPLERS, ANCHORING PRODUCTS/HAND TACKERS & STAPLERS/HAMMER TACKERS"
STA0PHT350,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HAND TACKERS & STAPLERS, ANCHORING PRODUCTS/HAND TACKERS & STAPLERS/HAMMER TACKERS"
FORROD20,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/THREADED ROD"
FORPSP15,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PIPE CLIPS"
FAIHC2B,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
FAIHC85B,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB4,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
RAW94436,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/SPRING TOGGLE"
RAW67486,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
PLAMFA520,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/PLASTIC & NYLON WALL PLUGS"
FORLB825M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR BOLT"
FORROD6,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/THREADED ROD"
FAIHC115B,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
FAIHCOXSSB,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB1704,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB1AWS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB1SS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB1XWS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB2SS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB3,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB75,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBHCD95,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBM00,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBOOSS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
RAW21452,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HAMMER IN FIXINGS"
RAW21480,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW21490,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW21556,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW21558,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW41603,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CAVITY FIXINGS & SCREWS"
RAW41605,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CAVITY FIXINGS & SCREWS"
RAW41619,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CAVITY FIXINGS & SCREWS"
RAW41627,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CAVITY FIXINGS & SCREWS"
RAW41637,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW41657,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW44020,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44050,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS"
RAW44055,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44060,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44065,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44100,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS"
RAW44105,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44110,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44115,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44150,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/MASONRY FIXINGS"
RAW44155,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44170,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44210,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44255,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44260,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44510,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44660,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44665,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW44760,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/RAWLBOLT"
RAW67480,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
RAW67484,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
RAW67488,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
RAW69506,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
RAW69508,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
RAW69510,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
RAW69516,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
RAW69518,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
RAW69524,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
RAW69525,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
PLAHWHS010,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAHWR100,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAHWRS010,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAHWST005,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAHWST010,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAHWSTS05,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAKBA106,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
PLAKBR112,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
PLAKCB105,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAKGG109,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAKHD110,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/CAVITY WALL FIXINGS"
PLAKMI102,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAKMIX150,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/PLASTIC & NYLON WALL PLUGS"
PLAKOD108,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAKPE107,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/SANITARY FIXINGS"
PLAKRA111,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAKSH101,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
RAW07010,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
RAW07115,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
RAW07130,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
PLAKSW150,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/PLASTIC & NYLON WALL PLUGS"
PLAKTVH104,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAKTVS103,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/HOUSEHOLD FIXINGS"
PLAMFA500,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS, ANCHORING PRODUCTS/FIXINGS/PLASTIC & NYLON WALL PLUGS"
JUB2,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB2A,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB2ASS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB2X,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB2XSS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB3X,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB4X,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
FAIHC2SSB,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB5,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB6,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB6X,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB85,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUB95,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBFCD,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBHCP,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBHP100,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBMOOSS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBOOOSS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBOSS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
JUBOXSS,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
RAW94371,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/SPRING TOGGLE"
RAWSM04020,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CAVITY FIXINGS & SCREWS"
RAW41625,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CAVITY FIXINGS & SCREWS"
RAW41645,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/FIXINGS"
RAW94442,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/SPRING TOGGLE"
FAICT200W,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CABLE TIES"
FORSX1050M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSX12129M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSX1260G,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSX1275G,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSX840M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORTOG350M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
FORTOG5100M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
FORTOG575M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
FORTOG650M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/PLASTERBOARD FIXINGS"
FAICT200B,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CABLE TIES"
FORCT200N,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CABLE TIES"
FORSA1275G,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSA1299G,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSA16111M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSA16147G,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORSA865M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
FORCT150B,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CABLE TIES"
FORPB1060G,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR BOLT"
FORRESIN380,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CHEMICAL FIXINGS"
FORSX865M,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/ANCHOR FIXINGS"
EVBANCHGREEN,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CHEMICAL FIXINGS"
EVBANCHRED,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/CHEMICAL FIXINGS"
FAIHCOOOSSB,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
FAIHC3XB,,,,,,,,,,,,,,,,,,,"ANCHORING PRODUCTS/HOSE CLIPS"
