sku,attribute_set_code,product_type,categories,product_websites,name,visibility,product_online
EINTCSM25341,FRANCISKIRK,simple,"TOOLS/POWER TOOLS/POWERED SAWS",base,TC-SM 2534/1 DUAL SLIDING MITRE SAW 2100W 240V,"Catalog, Search",1
EINTCTS200,FRANCISKIRK,simple,"TOOLS/POWER TOOLS/POWERED SAWS",base,TC-TS 200 TABLE SAW 500W 240V,"Catalog, Search",1
EVBFSPANSNGL,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,FIRESPAN INTUMESCENT SINGLE SOCKET PAD (BOX 20),"Catalog, Search",1
EVBGALVAM,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,GALVA MATE SEALANT GREY C3,"Catalog, Search",1
EVBGFAPP35,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,P45 MEDIUM-DUTY METAL FOAM APPLICATOR,"Catalog, Search",1
EVBGFAPP65,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,P65 HEAVY-DUTY METAL FOAM APPLICATOR,"Catalog, Search",1
EVBGFSC5,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,DUAL PURPOSE FOAM CLEANER 500ML,"Catalog, Search",1
EVBGIANTWIPE,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/HAND, WORKSHOP CLEANERS & WIPES",base,GIANT WONDER WIPES (TUB 300),"Catalog, Search",1
EVBGPSESQCL,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,GENERAL PURPOSE EASI SQUEEZE SILICONE SEALANT CLEAR 80ML,"Catalog, Search",1
EVBGPSWH,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,GENERAL PURPOSE SILICONE WHITE 280ML,"Catalog, Search",1
EVBHPWFL14K,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,2-PART HIGH-PERFORMANCE WOOD FILLER LIGHT STAINABLE 1.4KG,"Catalog, Search",1
EVBHPWFL500,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,2-PART HIGH-PERFORMANCE WOOD FILLER LIGHT STAINABLE 500G,"Catalog, Search",1
EVBREADYINST,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,INSTANT FILLER TUBE WHITE 330G,"Catalog, Search",1
EVBRMDEEP1,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,DEEP GAP FILLER 1 LITRE,"Catalog, Search",1
EVBRMFILL06,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,ALL PURPOSE READY MIXED FILLER 600G,"Catalog, Search",1
EVBRMFILL1,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,ALL PURPOSE READY MIXED FILLER 1KG,"Catalog, Search",1
EVBRMFINE,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,FINE SURFACE FILLER READY MIX 600G,"Catalog, Search",1
EVBROOFBL,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,ROOF & GUTTER SEALANT BLACK 295ML,"Catalog, Search",1
EVBSG310,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,PROFESSIONAL SEALANT GUN 310ML,"Catalog, Search",1
EVBSG400,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,C4 PRO SEALANT GUN 400ML,"Catalog, Search",1
EVBSG9,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,JUMBO SEALANT GUN 900ML,"Catalog, Search",1
EVBSGCOMBI6,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,FOIL PACK APPLICATOR GUN 600ML,"Catalog, Search",1
EVBSGSUPERF,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,SUPERFLOW SEALANT GUN C3,"Catalog, Search",1
EVOTDBBL,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,THE DOG'S B*LL*CKS MULTIPURPOSE ADHESIVE & SEALANT  BLACK 290ML,"Catalog, Search",1
EVOTDBBR,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,THE DOG'S B*LL*CKS MULTIPURPOSE ADHESIVE & SEALANT  BROWN 290ML,"Catalog, Search",1
EVOTDBCR,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,THE DOG'S B*LL*CKS MULTIPURPOSE ADHESIVE & SEALANT  CRYSTAL CLEAR 290ML,"Catalog, Search",1
EVOTDBGR,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,THE DOG'S B*LL*CKS MULTIPURPOSE ADHESIVE & SEALANT  GREY 290ML,"Catalog, Search",1
EVOTDBIV,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,THE DOG'S B*LL*CKS MULTIPURPOSE ADHESIVE & SEALANT  IVORY 290ML,"Catalog, Search",1
EVOTDBWH,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,THE DOG'S B*LL*CKS MULTIPURPOSE ADHESIVE & SEALANT  WHITE 290ML,"Catalog, Search",1
FAIA20347512,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,ALUMINIUM OXIDE FLOOR SANDING SHEETS 203 X 475MM 120G,"Catalog, Search",1
FAIA20347524,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,ALUMINIUM OXIDE FLOOR SANDING SHEETS 203 X 475MM 24G,"Catalog, Search",1
FAIAAOR2540,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,ALUMINIUM OXIDE CLOTH SANDING ROLL 50M X 25MM 40G,"Catalog, Search",1
FAIARHL1M,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,ALUMINIUM OXIDE SANDING PAPER ROLL RED 1M HOOK & LOOP MEDIUM,"Catalog, Search",1
FAIARS115240,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,SILICON CARBIDE FINISHING SANDING ROLL 115MM X 5M 240G,"Catalog, Search",1
FAIARSB,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,RUBBER SANDING BLOCK 70 X 125MM,"Catalog, Search",1
FAIASW112,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,STEEL WOOL 1-2 MEDIUM 450G,"Catalog, Search",1
FAIASW8A,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,STEEL WOOL, ASSORTED GRADES 20G ROLLS (PACK 8),"Catalog, Search",1
FAIAWDP4A,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,WET & DRY PAPER SANDING SHEETS 230 X 280MM ASSORTED (4),"Catalog, Search",1
FAIC18,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,CORK RUBBING BLOCK 115 X 65MM,"Catalog, Search",1
FAIFOAMGUNNS,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,HEAVY-DUTY FOAM GUN (FULL NON STICK BODY),"Catalog, Search",1
FAIFOAMGUNPU,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,FOAM (SPURT) GUN,"Catalog, Search",1
FAIGGCONCON,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE GUN CONICAL CONNECTOR,"Catalog, Search",1
FAIGGCONHYD,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,HEAVY-DUTY GREASE GUN HYDRAULIC CONNECTOR,"Catalog, Search",1
FAIGGCONSL2,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,HEAVY-DUTY GREASE GUN KNUCKLE JOINT CONNECTOR,"Catalog, Search",1
FAIGGCONSL5,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE GUN SLIDE ON CONNECTOR,"Catalog, Search",1
FAIGGH,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE GUN HOLDER,"Catalog, Search",1
FAIGGHC,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,HYDRAULIC COUPLER,"Catalog, Search",1
FAIGGHOSE12,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,CONNECTING HOSE 300MM (12IN),"Catalog, Search",1
FAIGGHOSE18,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,CONNECTING HOSE 450MM (18IN),"Catalog, Search",1
FAIGGMP,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,MINI PISTOL GREASE GUN,"Catalog, Search",1
FAIGGN10100M,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT M10 X 1.0 (PACK 5),"Catalog, Search",1
FAIGGN14BSP,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT 1/4IN BSP (PACK 5),"Catalog, Search",1
FAIGGN14BSPB,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE BUTTON 1/4IN BSP (PACK 5),"Catalog, Search",1
FAIGGN14UNF,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT 1/4IN UNF (PACK 5),"Catalog, Search",1
FAIGGN18BSP,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT 1/8IN BSP (PACK 5),"Catalog, Search",1
FAIGGN18BSPA,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE 45 1/8IN BSP (PACK 5),"Catalog, Search",1
FAIGGN18BSPB,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE BUTTON 1/8IN BSP (PACK 5),"Catalog, Search",1
FAIGGN516BSF,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT 5/16IN BSF (PACK 5),"Catalog, Search",1
FAIGGN6100M,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT M6 X 1.0 (PACK 5),"Catalog, Search",1
FAIGGN8100M,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT M8 X 1.0 (PACK 5),"Catalog, Search",1
FAIGGN8125M,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,GREASE NIPPLE STRAIGHT M8 X 1.25 (PACK 5),"Catalog, Search",1
FAIMG,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,MASTIC (SKELETON) GUN 425ML,"Catalog, Search",1
FAIMGHD,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,HEAVY-DUTY MASTIC GUN 425ML,"Catalog, Search",1
FAIOC125,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,PISTOL TYPE OIL CAN 125ML,"Catalog, Search",1
FAIOC300,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,LEVER TYPE OIL CAN 300ML,"Catalog, Search",1
WES1000F,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,1000/F 1000CC OILER WITH (9IN) FLEX SPOUT 00105,"Catalog, Search",1
WES1000N,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,1000/N 1000CC OILER WITH (9IN) NYLON SPOUT 00102,"Catalog, Search",1
WES20N,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,20/N 350CC OILER WITH (6IN) NYLON SPOUT 00208,"Catalog, Search",1
WES3320,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,3320 OILER 350CC 00332,"Catalog, Search",1
FAIOC350P,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,OIL CAN TRANSPARENT PLASTIC 350ML,"Catalog, Search",1
FAIOC500,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,LEVER TYPE OIL CAN 500ML,"Catalog, Search",1
FAIOCP50205L,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,BARREL PUMP - LEVER ACTION FOR 50-205L DRUMS,"Catalog, Search",1
FAIOCPROTARY,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,BARREL PUMP ROTARY WATER CHEMICAL & PETROLEUM,"Catalog, Search",1
FAIOCPROTCAS,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,CAST IRON ROTARY PUMP,"Catalog, Search",1
FAIOCPROTPLA,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,PLASTIC ROTARY PUMP,"Catalog, Search",1
FAIOCPSIPDIY,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,DIY MANUAL SQUEEZE SIPHON PUMP,"Catalog, Search",1
FAIOCPSIPHD,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,HEAVY-DUTY PISTON SIPHON PUMP,"Catalog, Search",1
FAIOP1,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,PLASTIC OIL POURER 1 LITRE,"Catalog, Search",1
FAIOP2,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,PLASTIC OIL POURER 2 LITRE,"Catalog, Search",1
FAIOP5,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,PLASTIC OIL POURER 5 LITRE,"Catalog, Search",1
FAISBCM,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,SANDING BLOCK - COARSE/ MEDIUM 90 X 65 X 25MM,"Catalog, Search",1
MISTREF500,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,W/B TREFOLEX CUTTING COMPOUND 500ML TIN,"Catalog, Search",1
MLK2300D,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,2300D PADLOCK LUBRICANT 7ML,"Catalog, Search",1
OAK26734,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,SUPERFLEX CLOTH BACKED ALUMINIUM OXIDE SHEETS 230 X 280MM ASSORTED (3),"Catalog, Search",1
OAK33218,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,LIBERTY GREEN SANDING ROLL 115MM X 10M COARSE 60G,"Catalog, Search",1
OAK33219,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,LIBERTY GREEN SANDING ROLL 115MM X 10M EXTRA COARSE 40G,"Catalog, Search",1
OAK58276,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,GLASSPAPER SANDING SHEETS 230 X 280MM GRADE 1 (25),"Catalog, Search",1
OAK58279,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,GLASSPAPER SANDING SHEETS 230 X 280MM GRADE M2 (25),"Catalog, Search",1
OAK58284,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,GLASSPAPER SANDING SHEETS 230 X 280MM GRADE 2.5 (25),"Catalog, Search",1
OAK58286,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,GLASSPAPER SANDING SHEETS 230 X 280MM ASSORTED (5),"Catalog, Search",1
OAK58289,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,GLASSPAPER SANDING SHEETS 230 X 280MM MEDIUM 80G (5),"Catalog, Search",1
OAK58290,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,GLASSPAPER SANDING SHEETS 230 X 280MM COARSE 50G (5),"Catalog, Search",1
OAK58593,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,DUAL-GRIT FLEXIBLE SANDING SPONGE FINE/COARSE,"Catalog, Search",1
OAK58625,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,BETWEEN COATS FINISHING SANDPAPER 230 X 280MM ASSORTED (3),"Catalog, Search",1
OAK63844,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,LIBERTY GREEN SANDING ROLL 115MM X 5M FINE 120G,"Catalog, Search",1
ROU32210,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,SKELETON TYPE CAULKING GUN 280MM (11IN),"Catalog, Search",1
ROU32230,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,SEMI BARREL HEAVY-DUTY SEALANT GUN 265MM (10.1/2IN),"Catalog, Search",1
ROU32310,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,PROFESSIONAL FOAM GUN,"Catalog, Search",1
ROU32320,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,PROFESSIONAL FOAM GUN DELUXE,"Catalog, Search",1
ROU52100,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,SEALANT REPAIR KIT,"Catalog, Search",1
RSL5MF290ML,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,5 MINUTE MULTIPURPOSE SMOOTH FINISH FILLER TUB 290ML,"Catalog, Search",1
RSL5MF600ML,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,SMOOTH FINISH 5 MINUTE MULTIPURPOSE FILLER TUB 600ML,"Catalog, Search",1
RSLEF300,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,EXPANDING FOAM FILLER 300ML,"Catalog, Search",1
RSLEF500,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,EXPANDING FOAM FILLER 500ML,"Catalog, Search",1
RSLERMF12KG,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,SMOOTH FINISH EXTERIOR MULTIPURPOSE READY MIX FILLER TUB 1.2KG,"Catalog, Search",1
RSLERMF330G,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,SMOOTH FINISH EXTERIOR MULTIPURPOSE READY MIX FILLER TUBE 330G,"Catalog, Search",1
RSLHLCF330G,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,SMOOTH FINISH HAIRLINE CRACK FILLER 330G,"Catalog, Search",1
RSLHLCF600G,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/FILLERS",base,SMOOTH FINISH HAIRLINE CRACK FILLER 600G,"Catalog, Search",1
WES3340,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,3340 OILER 500CC 00334,"Catalog, Search",1
WES350F,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,350/F 350CC OILER WITH (9IN) FLEX SPOUT 00355,"Catalog, Search",1
WES350N,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,350/N 350CC OILER WITH (6IN) NYLON SPOUT 00351,"Catalog, Search",1
WES40F,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,40/F 500CC OILER WITH (9IN) FLEX SPOUT 00405,"Catalog, Search",1
WES500F,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,500/F 500CC OILER WITH (9IN) FLEX SPOUT 00505,"Catalog, Search",1
WES500N,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,500/N 500CC OILER WITH (6IN) NYLON SPOUT 00501,"Catalog, Search",1
WESFS10,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/LUBRICANTS",base,05 SPARE FLEX BRAID SPOUT 250MM (10IN) 10005,"Catalog, Search",1
BAH59S36BCR,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/SCREWDRIVER INSERT BITS & ADAPTORS",base,59/S36BCR RATCHETING COLOURED BIT SET, 36 PIECE,"Catalog, Search",1
DEWDE7024,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/OTHER POWER TOOL ACCESSORIES",base,DE7024 WORK SUPPORT STOP FOR DE7023,"Catalog, Search",1
DEWDE7333,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/MULTI-TOOL, BISCUIT JOINTER & PLANER ACCESSORIES",base,DE7333PORTABLE THICKNESSER BLADES FOR DW733S,"Catalog, Search",1
DEWDT1306QZ,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/MULTI-TOOL, BISCUIT JOINTER & PLANER ACCESSORIES",base,DT1306 EXTREME BISCUIT JOINTER BLADE 102 X 22 X 12 TOOTH,"Catalog, Search",1
DEWDT20420QZ,FRANCISKIRK,simple,"TOOLS/POWER TOOL ACCESSORIES/BLADES",base,DT20420 TCT CONSTRUCTION CIRCULAR SAW BLADE 115 X 9.5MM X 24T,"Catalog, Search",1
FAISBCOMBI,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,COMBI FOAM SANDING BLOCK 90 X 75 X 25MM,"Catalog, Search",1
FAISBDWF,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,DUAL ANGLE DRYWALL SANDING BLOCK FINE 120G,"Catalog, Search",1
FAISBDWM,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,DUAL ANGLE DRYWALL SANDING BLOCK MEDIUM 80G,"Catalog, Search",1
FAISBMF,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,SANDING BLOCK - MEDIUM/FINE 90 X 65 X 25MM,"Catalog, Search",1
FAITLSILKIT,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,SILICONE SCRAPER KIT TWO PIECE,"Catalog, Search",1
FAITLSILREM,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/SEALANTS",base,SILICONE REMOVAL KNIFE STAINLESS STEEL BLADE SOFT-GRIP,"Catalog, Search",1
FLE34000,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,HAND PADS GREEN MEDIUM 230 X 150MM (PACK 10),"Catalog, Search",1
FLE34005,FRANCISKIRK,simple,"TOOLS/ABRASIVES, FILLERS, SEALANTS & LUBRICANTS/ABRASIVES",base,HAND PADS MAROON VERY FINE 230 X 150MM (PACK 10),"Catalog, Search",1
